temperature,humidity,light,voltage
133.3364832,173.4686865,1858.806997,29.47354055
148.2818578,165.4355615,1986.140161,15.21985853
174.1519655,146.1162201,1992.023009,4.428442495
135.1786865,168.166183,1923.292493,26.62952194
182.444566,134.826611,1939.34277,10.42421469
138.5728812,133.962287,1856.341771,10.44645533
129.5437238,196.3967065,1926.219135,8.000181284
160.4189795,135.8162869,1948.899649,6.785155955
183.0656539,195.6804328,1937.416556,12.37278299
196.7105557,145.1405417,1968.879781,7.988092668
184.0788759,132.7707168,1897.325438,5.409282285
148.7878719,140.2711663,1884.850713,27.11607147
164.6209348,141.7286978,1992.653963,13.67370366
148.870913,158.342124,1895.863047,16.10463653
130.8815478,137.5560151,1907.292761,25.66158489
152.4973928,198.5849683,1929.082771,25.99358805
185.6743535,148.3775125,1940.007613,23.55459391
146.2120612,142.3850297,1901.549843,15.80869775
154.655623,144.6671861,1904.580852,19.70699829
191.8462264,174.0123139,1904.841294,23.25187906
152.00917,172.7860917,1910.875377,12.65184351
179.0484312,145.696225,1859.191836,18.19503787
132.8179043,147.0102557,1911.865775,5.64473802
137.1885845,180.0174899,1922.185084,13.96293164
175.6173979,166.4212736,1974.116372,4.493863331
198.9427748,162.3763143,1940.266947,23.45621398
193.5260953,142.712943,1904.722356,24.40009455
128.0032102,162.3946155,1913.778855,18.13423828
197.9263935,177.9701533,1936.828425,14.90007017
176.3540544,165.2790546,1955.209404,10.37496017
147.0982,162.2098485,1857.125101,29.40088267
163.6277567,169.7676834,1982.468313,5.725078598
154.3800035,121.0560313,1860.585057,10.64419926
135.9394034,115.4268592,1931.46483,20.14307994
151.3684109,136.528695,1884.341956,9.219009757
134.7153431,180.1621341,1948.286901,15.7230193
131.4440996,148.7049581,1944.628942,16.37637211
176.9093898,168.6059121,1980.614293,11.09037774
125.1466403,143.6026671,1956.406123,24.43108083
152.5318361,165.4050683,1881.655033,25.22528479
165.8305629,162.241658,1986.953057,13.81448684
140.8065225,147.9194272,1973.250547,5.974458239
125.1025823,181.8233424,1869.332566,29.52985508
182.1103888,168.1168126,1896.978915,27.63154115
138.5395959,193.6341789,1954.010017,16.38952868
176.330616,115.844623,1908.772718,14.6289411
197.7977867,196.8223217,1901.74442,20.26092574
156.3449364,136.7046062,1967.218743,5.969408775
157.9387431,157.1964275,1848.8416,11.33275721
142.10228,148.5818245,1883.798194,8.582007008
139.6659581,144.4273731,1988.882644,25.87815344
135.8246802,132.5201198,1885.633453,8.150765968
195.1782078,161.7762646,1978.874226,8.689820605
186.9276249,164.4173814,1976.804511,25.76255247
175.976669,170.1550392,1938.359797,15.6710821
162.0185624,177.3982604,1935.441088,10.04511656
173.192899,196.8510058,1978.016378,15.58161349
123.975274,158.6706401,1970.847811,5.003655306
161.2887307,152.2100196,1886.098395,29.33968111
153.7294054,146.4114106,1968.082477,7.218192945
124.8206707,125.9709135,1864.153367,15.07233626
156.4299635,173.8277394,1887.790755,15.6103467
181.9283039,134.7875721,1921.054107,21.49128596
164.2434939,140.3572508,1963.880267,13.36794826
151.552125,161.0453044,1988.005843,28.31842262
166.9011723,145.1067207,1915.838488,19.61416639
125.4939831,189.0236056,1981.165057,29.83455975
125.6922557,196.3938753,1941.756109,29.85974812
192.5314016,191.8211526,1881.101736,11.56132467
158.5098938,145.8640011,1897.823421,22.73531077
196.6974631,174.4273009,1994.253029,29.96884943
193.1983711,164.6998496,1905.357422,29.80110022
165.853948,121.0141907,1941.194525,29.79232931
125.7147738,120.3825609,1903.138257,5.847036843
151.7192154,119.724421,1854.242426,10.42383231
173.0538626,161.7836256,1943.40867,9.994312841
136.4805161,148.7057817,1958.157439,11.91141295
135.8557761,132.0234348,1914.444692,13.86826153
158.5197322,196.1507233,1970.489117,10.35446672
155.1365382,144.5725575,1921.177684,15.66642918
150.5231738,134.4693165,1922.821214,12.21180955
141.3316378,133.840902,1910.319841,5.9027482
134.934619,138.7774383,1979.764447,17.459771
161.3426059,190.8818819,1997.667381,29.70632342
150.767644,129.9914262,1852.72819,24.17362901
182.6008193,156.3368754,1970.400067,6.042162167
135.0272191,120.9575937,1993.657946,26.26757394
188.6803349,176.5605038,1931.329861,20.12474284
173.3412885,133.4081436,1993.639953,19.51939751
151.9767732,132.6746899,1916.125089,14.1017461
185.612185,192.5669914,1952.76706,21.64722257
183.2619574,147.8467778,1893.364529,15.89285539
133.3698183,196.9196412,1959.842947,4.68678946
165.195831,184.3861784,1892.136145,13.11280106
126.4760037,135.3760888,1928.643371,21.52300162
166.5532833,122.5332239,1954.000836,12.48682527
180.1734237,116.7267458,1950.9291,7.804955341
171.4659903,191.4250011,1994.335514,16.80964373
167.7675661,115.2081926,1902.007976,10.3240984
182.128582,162.332009,1939.195768,21.12418551
161.6862024,129.4702755,1925.416249,28.56491963
147.0696763,140.3906791,1913.074042,17.62449179
198.8378694,175.9014289,1910.673184,24.09780958
152.5051833,154.6017935,1925.537371,21.15327329
128.6092837,182.4901969,1864.569638,27.12983163
163.2007013,133.7217246,1931.812412,4.633665469
194.7697402,184.5067482,1920.734566,29.36593248
186.1487799,181.4998129,1897.655384,29.37741651
127.9322488,179.0144833,1900.646223,19.20308151
169.9219039,175.0561894,1991.831223,21.35818444
146.3706098,160.4006981,1987.465214,23.50861484
154.7716358,159.3709127,1972.934093,23.24696334
145.672103,142.0471705,1936.534896,8.696411679
156.397488,132.5014276,1991.07825,13.21761024
145.8124322,128.308042,1942.731553,27.5629679
157.6908616,176.9013249,1986.534259,23.81283088
177.6178208,133.9855258,1850.688335,10.23064678
123.8700015,129.5877705,1990.131725,25.93090584
196.0586309,140.5181314,1875.786624,19.25536398
141.921518,174.0214114,1883.875748,6.229099466
181.9517721,149.4395433,1946.609795,27.46375772
172.9146507,188.2636504,1913.582825,8.638039418
128.5806706,167.6838064,1868.977201,13.34586662
160.0905326,124.6948024,1911.901631,8.373026408
137.6270279,196.5985113,1996.498112,6.121826873
178.0127429,199.3278876,1981.029704,15.34158084
176.4993002,193.4619158,1984.711013,25.78344535
141.7455871,134.0120364,1959.146554,29.48311298
152.4078593,119.7011835,1893.309435,9.30228857
174.11083,138.529336,1938.477288,14.62383673
172.6221063,183.9604007,1897.365616,26.66252583
155.2110388,120.3287262,1879.832201,5.65756489
169.4631382,187.6380488,1984.822089,20.24513872
153.5761337,193.5789413,1936.834762,6.708194649
172.615108,122.292612,1983.817704,4.362947817
178.6313495,174.993552,1903.66978,26.8986114
144.8802051,145.2810317,1979.809356,5.774382971
152.5758903,153.7194906,1932.81228,20.86623847
184.2627406,148.9254566,1947.389556,14.39808101
198.1114736,151.6644452,1972.891837,26.20015262
124.4673643,138.421472,1899.40004,5.011038799
188.0237624,199.68835,1931.101453,22.23886583
190.6025303,164.7652821,1852.32666,26.65900338
170.3749649,155.5348297,1867.613016,15.88879191
173.0003848,180.9295677,1863.382813,21.20031294
143.7687799,198.1612022,1933.578478,18.54927902
183.8107417,193.1947215,1893.299065,7.22983719
153.8000148,132.8044328,1921.345947,14.58793107
156.0607099,178.390783,1981.087818,23.65859248
127.6438601,198.5260136,1858.885539,15.82894065
143.1340831,139.7470122,1862.411194,24.28397158
174.3789193,136.017471,1956.216879,28.18357782
174.0841451,127.5059347,1993.995466,7.667203176
184.0850488,154.990259,1949.110119,11.29058795
180.9933873,126.7680413,1926.979781,19.64583781
194.6184456,171.0386247,1899.668192,28.99670307
148.9894312,134.4832326,1913.139467,17.65157548
143.4205646,150.2979163,1935.990077,24.19626653
125.9989343,124.6181772,1986.66031,28.53812493
169.3927351,121.578139,1945.049639,25.56471859
139.3320171,185.0241741,1891.950206,20.53167249
174.6952407,191.3218418,1940.025578,22.05170652
172.9263275,147.0235777,1871.656655,19.69829859
151.2480302,145.1370393,1980.423347,13.47575025
184.7253244,152.7131797,1985.213968,29.05419212
189.3839687,194.4417631,1934.910099,27.54520173
199.7612181,119.3366552,1867.455396,11.54159139
143.4004157,196.5263871,1917.583464,17.21060969
128.1391505,145.0603316,1969.194496,16.44143361
156.5701595,164.0472323,1854.314317,8.411541866
134.1100269,195.9606636,1995.104024,17.5288351
129.3793436,165.2603076,1912.163738,24.32392344
155.2798224,128.9643347,1964.272918,28.8371621
149.6850647,187.7659537,1867.786132,13.81737303
158.1783772,198.7096467,1858.455674,10.6747286
128.0509348,125.6996014,1881.653381,7.779553294
161.8402772,196.3402728,1964.180768,9.512328645
164.0357173,160.6520023,1950.100193,11.49992213
132.0491246,120.8965633,1933.041963,6.408626148
126.0507498,179.7429657,1883.96074,11.63823381
149.6473342,181.2496525,1906.214488,21.85025985
173.8636815,134.2368143,1856.34131,20.25409573
161.2288293,199.7708923,1998.538955,25.08599188
145.7363769,168.5043487,1931.09409,15.78532879
176.4608005,121.9993237,1890.982112,29.42568678
187.5863152,183.401859,1941.942965,28.67100609
148.691443,179.9314547,1863.89055,9.877420601
148.1649236,181.4438628,1861.895565,29.76089081
197.7537539,115.625615,1895.489085,12.62831747
176.9810091,139.0670664,1961.414691,28.35435439
164.8771952,184.6977128,1936.949336,21.97388173
192.3192137,156.5892456,1944.9167,27.98313636
195.7456226,169.7407208,1878.143017,16.76533802
163.8639554,171.2098236,1880.581701,17.6846081
191.9718376,198.4914903,1956.65559,26.1185852
157.7804149,129.7426052,1975.795303,20.69081364
145.0013309,148.7727912,1893.525465,24.91678504
160.9943202,157.2278108,1982.490896,24.6483199
144.8919677,173.0880592,1915.479294,16.85687836
174.0787089,117.3962478,1894.617348,14.95380624
143.9584102,152.0647878,1918.499474,13.27119766
128.3312461,158.1283658,1949.75091,28.39947941
141.382011,176.9866633,1939.209758,9.617199032
194.0079656,172.7439157,1911.29775,12.82355966
136.6253788,133.5198218,1872.29437,21.57796487
150.5752985,192.0200392,1941.286922,17.39978161
171.8854955,190.581864,1869.539991,12.08848253
158.5373823,132.1036483,1974.037662,28.78756319
126.342573,187.7046252,1964.871982,13.13797746
183.1024983,199.8891323,1990.404557,13.63471509
124.9668625,144.3138003,1975.84467,10.37157131
173.8266771,119.8316041,1890.672637,23.91727021
166.5943789,165.0103987,1904.296258,10.68641405
133.4631605,173.9929433,1908.262312,17.24467546
132.0350766,171.8751113,1927.775417,19.29052159
199.1192838,196.3367512,1864.643698,14.58687881
165.021648,130.0642982,1935.987322,5.715518654
124.4744749,136.3194048,1866.20582,9.771751985
179.1666202,155.4909327,1951.908809,5.756794915
134.8056414,173.8638777,1861.925734,12.99269317
131.9233328,185.4483588,1913.415479,21.85840328
194.5337776,164.5040704,1886.882958,23.93509842
123.6535867,141.5265543,1970.828342,8.342587375
160.5163313,152.7308285,1886.664925,6.324473118
132.101591,146.2857743,1963.79261,12.86815596
197.2156398,188.9535332,1956.382864,16.79313701
175.7704893,128.8990875,1958.374156,10.55065999
186.0221552,167.9326174,1951.622577,20.65659354
169.1249894,199.5253702,1869.408462,8.491242925
178.5731707,128.1250668,1946.85047,5.460607343
199.5875114,117.9166763,1916.203681,12.76229606
125.4121936,161.4181691,1940.933489,20.98081117
197.5589083,139.977655,1923.976915,10.58397571
187.4711207,128.8417528,1965.853237,15.68003114
154.9194872,188.1283946,1903.464979,25.71903871
170.0339636,134.1147379,1906.37339,12.13190694
150.7398321,116.4223279,1922.164416,11.5120626
146.6572701,179.6876558,1965.81302,19.07146018
151.3672134,120.1592875,1923.810781,22.38078468
162.6410529,133.6161632,1859.54804,10.46008198
145.0510403,134.8246962,1897.866137,8.030067199
155.8934004,119.7847651,1870.094413,9.55322134
198.493553,181.4840547,1863.82611,18.68580105
195.538372,156.006312,1866.589923,12.45836483
195.8082858,143.7136653,1942.710861,6.582891964
159.3197588,151.656224,1879.216857,23.11753572
192.3257821,162.6108848,1968.979477,20.72749633
161.1618368,143.6937749,1871.119325,18.19206222
157.6208011,154.2897653,1926.39458,29.47072124
147.9033418,139.5562435,1901.75589,15.70255499
137.7353096,132.8102486,1953.384726,5.522163253
129.7228893,163.7115761,1970.334243,26.56423215
161.0621149,168.3939929,1884.367028,25.07476141
182.4185431,148.1475605,1876.694405,26.90369445
183.2348738,146.6260097,1938.593019,25.48299197
132.4536643,182.900444,1973.333771,21.29873991
148.605208,151.9623192,1906.062958,18.61043133
168.100158,189.9128998,1858.682607,22.18963333
180.5892315,158.4827156,1943.747641,26.02369514
164.1019851,175.7939854,1900.741372,9.183341652
165.4639275,147.2933633,1867.713349,6.666477105
152.4319898,183.9673712,1947.369228,29.50563428
149.6674501,145.5300378,1937.943376,7.356999457
196.9629601,144.4916273,1948.713815,17.21121857
135.6715684,182.0618483,1960.878403,20.56967139
154.703403,137.766185,1990.650092,24.26731943
172.2291212,179.9438813,1993.203761,5.018740767
184.3958759,188.3622357,1852.671551,24.52403969
183.4280701,130.7262142,1878.751196,15.21944809
127.3396067,165.0172354,1908.375123,10.24104975
177.0435032,152.5573579,1909.962606,6.214080106
170.062241,117.5286939,1935.602139,26.48749555
158.9877052,188.8157987,1925.933754,19.34005841
168.4452733,167.8995362,1911.061129,27.1731942
138.8794317,152.1760191,1897.074095,12.19006995
170.1504445,193.0482617,1931.367766,8.627582778
137.5005571,117.7640193,1988.235351,26.67156133
192.9438752,174.1486214,1996.793085,27.51628975
129.4232819,194.0663307,1854.839798,24.27529734
133.7330989,194.8944876,1849.674117,28.04193112
148.9203499,184.0012133,1886.143107,14.07219686
144.4118538,125.9999294,1858.267462,17.80726956
155.4460703,150.511008,1998.829073,28.03812492
155.6142584,125.5227962,1911.825317,14.38283069
123.7171859,197.6874134,1891.407127,19.48483084
171.2126077,128.8013274,1913.333975,12.52577547
154.3118653,185.2714761,1854.284832,26.88469428
124.7045472,137.5998398,1859.42726,20.56974261
198.9347231,184.116975,1860.118987,10.18214612
186.4844904,140.3677834,1860.79469,4.108865038
171.8337268,183.5452454,1987.018337,16.61798025
143.342646,147.0898457,1871.874197,5.120410665
150.3115215,135.6754299,1934.688802,17.14434206
139.9824869,193.8309755,1853.185058,26.9074564
198.2755253,155.977432,1864.748505,4.881578025
197.5378003,135.928525,1866.732304,10.93957484
145.5424877,132.7702932,1923.87394,29.29183597
163.6742441,152.5389427,1980.147556,4.802809927
147.7910145,177.2137784,1876.814249,21.33641299
142.6800187,132.8008794,1943.85574,10.48820572
198.6080112,150.277149,1872.03825,11.28581384
172.0587845,131.6143128,1903.663646,9.091189407
142.4053776,164.1126155,1894.347468,14.79139284
146.7722954,183.8110133,1988.051519,27.25591231
160.6672292,135.1405486,1910.305734,5.266888428
154.8811045,134.8484414,1940.727458,17.20475245
199.9272473,128.9824187,1944.458016,16.53227034
178.1399401,182.4828249,1971.438884,28.17691783
184.2393322,130.3745945,1854.753745,7.541601845
194.8625718,165.3979178,1913.126899,20.02983627
139.5372212,177.7298061,1957.671291,9.934682567
154.3513641,189.8721467,1892.10317,9.400795094
132.0464407,170.2804054,1851.679711,13.11275898
192.2392408,188.0333722,1976.371212,8.975726152
178.161167,191.9347772,1958.559947,14.72171271
137.546184,135.2091275,1924.010891,19.79764838
178.6178671,163.6639783,1858.844442,23.37826651
125.1608923,159.6362566,1873.936688,26.65827997
152.2065562,134.9752171,1930.863845,27.33194241
184.444906,194.9232917,1989.00124,29.90274987
197.5384396,196.4934802,1905.760595,6.985191349
193.1775141,160.3784579,1908.814314,23.74085699
171.4538231,167.7778186,1911.873375,21.90136781
162.7888205,180.7421536,1933.444613,22.26518887
135.6563344,191.7332484,1870.075094,11.78614888
140.7903877,154.9114552,1944.921569,22.37357573
139.725221,191.3828943,1992.040273,10.87850022
133.078357,117.2298243,1983.424591,21.74694259
149.559836,152.0588843,1932.695537,16.98802758
176.0641905,180.8721145,1860.868255,21.64946175
196.2452962,156.8797173,1948.615051,21.64911338
188.7080046,191.4752577,1920.240735,7.446547026
154.1974432,185.0465381,1864.660364,4.685967946
148.3167659,175.30619,1940.225342,15.15013097
182.1430201,178.1591134,1983.267745,23.60856038
154.7123057,125.003142,1931.451615,26.46768189
188.3518811,116.0017322,1895.263726,9.706363946
186.9384362,115.655359,1864.03,29.17541612
168.4492074,196.4277263,1911.458828,24.81173904
124.3624289,194.774191,1905.292917,21.94575131
161.9171024,120.7447998,1896.486691,26.53145177
192.2401288,183.4233632,1867.23811,7.586122914
152.5825743,123.9140518,1979.719238,19.86814235
131.3907932,132.3912063,1913.117625,18.28717578
183.8891864,164.5607299,1966.991486,9.132060881
147.2785536,129.1979021,1973.178315,14.43687578
198.5186023,172.0626991,1878.83541,5.44672546
180.0946607,180.2549909,1898.779548,14.16921001
196.9208557,176.2937786,1861.054214,4.455601573
188.9788622,183.8262407,1976.980936,26.47702538
185.372398,136.9983555,1898.958875,13.8919157
171.0224609,168.5777468,1981.295876,21.84200529
187.8065358,198.3946915,1979.123152,20.68563183
162.0957725,141.2915378,1931.373063,19.0697771
172.8298364,196.9583602,1896.911093,16.87150645
140.5894536,118.5764571,1916.447903,28.50661371
174.6907982,125.7327327,1941.560863,28.27406362
139.4686831,132.5804855,1987.336735,25.27476766
159.8058374,157.3249709,1949.696137,9.40873398
163.6848668,156.6697022,1983.064854,20.13446011
154.7040583,165.9712961,1931.881659,17.00048191
183.1877424,196.3571753,1900.30525,23.08322222
174.6699914,118.7626978,1912.946252,4.961491548
194.3097024,177.7282061,1851.611999,16.04437949
157.3306122,146.6132498,1965.548568,21.61159374
129.3772564,191.8318192,1935.343512,21.04799517
153.0143034,195.7484018,1975.345225,28.39338215
198.3095396,143.2311284,1900.795561,9.180963889
160.5664845,118.354888,1908.430071,28.70411654
182.879057,120.1076008,1965.395379,10.40417718
166.2442407,147.1687388,1966.665336,17.73777276
144.2139405,147.2324795,1922.494438,8.272703224
151.1139772,162.6582234,1898.450026,28.4962472
192.9069208,144.180149,1851.549299,14.23217509
173.4877615,156.1637914,1908.763585,4.482723455
128.0967342,159.9993769,1913.900885,4.070007382
152.4209311,150.2192768,1993.650578,4.386432021
151.7654667,188.2279651,1864.55452,20.88818556
132.8655966,183.3888869,1875.885973,15.71571725
175.2880232,173.5761656,1886.825862,6.877817792
164.0973488,151.2591043,1934.93422,8.373255502
130.7299065,187.0679505,1964.722112,10.98992077
198.8776692,115.0366703,1879.745593,13.53330393
146.4128463,199.3296957,1861.524081,27.2047574
148.2814453,191.8604879,1998.91061,7.038220147
170.0506532,120.4667806,1929.051443,21.35806171
170.1843054,191.5890209,1882.807635,17.06716758
131.1515948,127.946825,1997.564469,4.867619057
153.4439707,133.4834921,1927.110862,12.59166428
198.2122951,135.0311355,1861.323674,4.253552366
166.8559426,121.230805,1920.977867,28.31601228
172.6002954,190.5941743,1975.158432,17.6805513
151.3095983,138.0889321,1970.22793,29.23889182
147.110564,131.8519523,1890.479076,8.828727391
164.0636968,145.4360216,1894.648479,26.20908938
191.0094544,152.012044,1898.19126,8.296222297
127.4575092,173.3423902,1874.278753,27.77409584
158.02541,199.8225433,1898.104299,10.09203293
181.4116644,146.4059336,1984.062109,6.224316355
131.308577,196.2020319,1879.206191,19.275459
174.5876288,159.3311868,1855.538849,12.19891865
174.4333028,116.3416422,1879.460913,28.85103414
163.6667916,137.1068004,1923.473895,19.24500287
188.9420397,125.0264535,1891.491825,12.10026664
162.0327633,181.2570125,1984.124683,11.22481525
159.803706,188.7293076,1967.388614,24.35253944
150.9526602,120.6245895,1972.161669,13.74609583
199.339763,195.715619,1910.209572,11.99060285
165.9066365,167.6155052,1859.816934,27.56256946
187.4629204,130.9013395,1905.907655,25.48908515
147.8472476,188.551408,1969.770281,13.01921069
172.6409261,189.0012588,1956.23134,24.31599131
185.0680596,150.1500368,1949.356632,16.71665534
136.6884607,189.3788668,1888.77397,26.05335127
160.7993035,155.4114756,1995.375948,27.52647114
174.0080456,134.1536988,1907.806961,7.778899945
133.0275484,174.7612887,1999.298528,29.16927616
130.2902243,136.3339946,1873.378664,27.39769206
182.2208581,124.6145158,1978.204339,15.49050523
151.7994857,163.6873936,1885.694413,22.13570775
198.8410646,192.5773547,1933.731842,16.15237797
196.6760126,133.5971919,1853.16332,8.711428232
182.7665352,115.9520917,1947.802966,5.803362681
156.5309461,183.562933,1886.996952,9.395551441
166.3670608,198.6187693,1886.604512,16.37127811
140.781994,145.3371023,1888.928446,7.886310933
165.6654056,143.3563106,1912.891619,9.445026091
173.3161969,188.8990913,1883.853798,27.37218701
196.7911836,133.3505149,1991.759214,17.51561009
172.3612516,184.8460494,1958.860038,5.2423441
159.3728859,149.5689778,1999.659805,29.07249325
149.4749228,143.7308289,1943.83352,23.17155058
172.3228444,167.1168308,1922.97614,23.80018454
140.1921135,117.8776967,1852.769744,16.4266955
125.398417,144.1237392,1896.474453,14.98441468
128.6201818,150.0713267,1866.722215,23.54430689
143.0139972,157.0596485,1915.422951,16.08460814
191.4600362,128.9148901,1958.046878,27.68950058
147.1059945,141.8872551,1882.56041,6.076787994
194.0506006,182.2845167,1868.671462,24.88116681
178.302471,123.3645189,1866.904002,21.1517419
161.4906155,197.5385349,1866.589936,16.43093861
147.6158198,185.2628939,1910.053068,6.270881576
189.9587636,164.1845005,1920.120413,28.5308646
140.6067548,148.647584,1873.565954,12.17783654
159.9575687,165.9073444,1863.133684,6.842628251
199.3630865,153.2015373,1924.298112,24.18416764
188.8021681,127.6234771,1873.797474,18.52606136
173.636505,125.1592134,1933.900032,25.04526957
157.8014876,168.5827779,1980.228116,20.5776027
174.6119013,147.392973,1993.737499,18.21916922
162.8675913,126.3582441,1939.854645,16.43037047
175.1049291,115.3025761,1922.217396,17.79315577
190.3480809,146.3979375,1929.908088,29.75732814
142.2331207,186.2389216,1948.87723,13.81343898
144.8290301,148.7226425,1867.441932,7.121125051
196.487825,135.5938874,1970.742065,22.70071968
164.3937864,162.563663,1886.848641,13.16688862
198.417688,148.7176085,1946.074857,18.14752996
144.1569886,189.020177,1850.039167,5.275466444
125.967179,154.5704564,1866.416096,14.09172115
171.9127364,147.8685985,1968.442527,10.71803275
127.0342877,192.4130033,1982.34042,17.34001106
124.1780691,116.1336827,1928.012259,26.57586303
197.27121,133.8915459,1849.107413,5.147223474
152.4272021,141.2847426,1973.879759,23.59251168
162.6911963,163.4953194,1882.929721,23.06206898
157.7935641,169.5184975,1972.030168,5.157378564
176.7928428,156.5904696,1912.282349,24.36974404
148.3874451,119.642492,1974.14755,4.444398687
145.214404,132.0660998,1978.739317,5.349122898
143.1616913,194.6391179,1943.457974,10.0899575
128.638375,144.7173116,1851.549613,7.396140644
181.3287491,160.0837836,1864.109136,8.1281185
190.4197562,153.1994071,1884.721703,20.01534017
135.6158644,192.037942,1994.04843,17.07606245
167.5440981,131.944009,1896.726465,9.615093044
168.309517,158.7789066,1923.615123,4.293338123
152.2984306,134.5874759,1921.165286,26.07239947
189.1656003,139.6138602,1901.76262,9.513698505
177.9872214,179.6216235,1972.55424,17.01352294
172.1568574,160.994458,1942.234166,24.2520743
129.9160459,176.0315946,1999.949711,25.54391938
164.0545408,138.7543939,1869.40978,8.211931727
137.7848584,153.7887588,1988.276813,13.83207374
129.3482043,156.2313114,1879.797406,5.278616913
162.4620051,142.4404308,1915.338273,23.97774186
136.7332972,137.1875575,1851.083962,29.45754027
133.7836992,168.5640874,1971.244288,12.90819713
191.8648665,157.0645131,1891.309609,15.76515603
182.7597226,137.7804052,1963.019812,21.0127885
142.5250813,161.3276042,1856.409953,20.81313367
177.5198784,150.7123159,1966.859634,19.11874247
173.1869874,138.055996,1919.467334,27.27566666
175.7335156,163.6311952,1918.296652,28.86407661
156.2129372,192.0015134,1931.209396,12.60509734
162.9210997,116.5035785,1915.472943,4.755173532
175.6087427,132.3295601,1963.518174,22.59574307
189.5784085,184.1665051,1914.687266,24.67792889
174.0727183,193.4476649,1882.136404,14.65393339
171.6007503,148.5631696,1915.444305,13.17460678
165.0897602,190.5701003,1927.842822,15.57496969
154.7335928,116.4449561,1982.08057,4.796317884
176.8967674,152.4599921,1992.256054,6.864537875
197.8076525,182.2650795,1859.949485,24.42092829
132.0043813,175.1895858,1889.865541,28.73477874
129.2245239,141.9251472,1853.054074,25.33578085
131.8118035,191.1851479,1990.6143,4.916045469
188.4928504,142.4095902,1864.427499,14.54747575
141.9646072,159.6688885,1914.058064,11.66942568
187.3570446,141.0358927,1946.979143,27.71154
127.909953,166.0677759,1897.493711,23.9734429
143.0310711,193.185152,1876.044589,6.225061608
136.2644062,134.1244084,1973.174912,28.7267866
140.721577,132.2355035,1997.17471,7.373190573
152.561762,154.9143903,1863.687623,9.007112222
167.9865131,125.5559595,1880.431502,20.41804921
189.4853087,137.8958896,1870.732587,7.101928336
198.9587886,153.9611616,1864.14302,13.44731827
137.8691454,177.121846,1856.636457,28.66029165
149.8754385,155.8891823,1873.635254,19.91549433
181.2244359,199.9986352,1968.783858,22.69428847
180.4106074,171.3665186,1939.459877,4.60083943
177.8972952,129.5725071,1987.418796,13.61084604
193.7572689,156.713841,1891.343871,17.92103538
158.81455,154.9648357,1975.773502,5.851079139
147.7012111,173.3106439,1958.060373,11.63772965
196.1498597,128.7719414,1946.587442,26.4962806
167.4372384,193.6350688,1980.983416,16.51399628
172.957319,178.74176,1990.875006,12.07370762
185.7631371,135.4193127,1905.301722,8.689578647
123.8478829,134.272358,1955.886897,16.57144762
189.8476401,151.6214994,1977.96611,28.25889105
125.8512671,157.3903267,1948.235151,28.72166931
